,tracking_number,boiler_id,report_type,pressure_type,inspection_date,defects_exist,lff_45_days,lff_180_days,filing_fee,total_amount_paid,report_status,bin_number
609,2017-10000001308Y0001-3504,10000001308Y0001,Initial,Low Pressure,08/17/2017 00:00:00,No,0,0,30,30,Accepted,1063989
610,2017-10000001323Y0001-16539,10000001323Y0001,Initial,Low Pressure,10/25/2017 00:00:00,No,0,0,30,30,Accepted,1084214
611,2017-10000001324N0001-20785,10000001324N0001,Initial,Low Pressure,10/06/2017 00:00:00,No,0,0,30,30,Accepted,1007564
612,2017-10000001350Y0001-21130,10000001350Y0001,Initial,Low Pressure,10/31/2017 00:00:00,No,0,0,30,30,Accepted,1056395
613,2017-10000001421Y0001-9461,10000001421Y0001,Initial,Low Pressure,06/29/2017 00:00:00,Yes,0,0,30,0,Accepted,1003031
614,2017-10000001421Y0001-9747,10000001421Y0001,Subsequent,Low Pressure,09/28/2017 00:00:00,No,0,0,30,30,Accepted,1003031
615,2017-10000001428Y0001-22523,10000001428Y0001,Initial,Low Pressure,11/06/2017 00:00:00,No,0,0,30,30,Accepted,1059749
616,2017-10000001442N0001-25490,10000001442N0001,Initial,Low Pressure,11/20/2017 00:00:00,No,0,0,30,30,Accepted,1001192
617,2017-10000001487N0001-15248,10000001487N0001,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1007074
618,2017-10000001501N0001-13242,10000001501N0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Pre-filing,1079097
619,2017-10000001501N0001-20210,10000001501N0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1079097
620,2017-10000001501N0002-13241,10000001501N0002,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Pre-filing,1079097
621,2017-10000001501N0002-20209,10000001501N0002,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1079097
622,2017-10000001513N0001-46965,10000001513N0001,Initial,Low Pressure,12/27/2017 00:00:00,No,0,0,30,30,Accepted,1015174
623,2017-10000001513N0002-46988,10000001513N0002,Initial,Low Pressure,12/27/2017 00:00:00,No,0,0,30,30,Accepted,1015174
624,2017-10000001513N0003-46992,10000001513N0003,Initial,Low Pressure,12/27/2017 00:00:00,No,0,0,30,30,Accepted,1015174
625,2017-10000001515Y0001-30709,10000001515Y0001,Initial,Low Pressure,01/27/2017 00:00:00,No,0,0,30,0,Accepted,1057312
626,2017-10000001515Y0002-30708,10000001515Y0002,Initial,Low Pressure,01/27/2017 00:00:00,No,0,0,30,0,Accepted,1057312
627,2017-10000001539N0001-14232,10000001539N0001,Initial,Low Pressure,01/11/2017 00:00:00,No,0,0,30,0,Accepted,1001976
628,2017-10000001539N0001-14233,10000001539N0001,Initial,Low Pressure,01/10/2017 00:00:00,No,0,0,30,0,Accepted,1001976
629,2017-10000001564Y0001-7810,10000001564Y0001,Initial,Low Pressure,09/21/2017 00:00:00,No,0,0,30,30,Accepted,1003237
630,2017-10000001618Y0001-8903,10000001618Y0001,Initial,Low Pressure,04/19/2017 00:00:00,No,0,0,30,0,Accepted,1057379
631,2017-10000001618Y0002-8978,10000001618Y0002,Initial,Low Pressure,04/19/2017 00:00:00,No,0,0,30,0,Accepted,1057379
632,2017-10000001636Y0001-45552,10000001636Y0001,Initial,Low Pressure,12/06/2017 00:00:00,No,50,0,30,80,Accepted,1082429
633,2017-10000001636Y0002-45551,10000001636Y0002,Initial,Low Pressure,12/06/2017 00:00:00,No,50,0,30,80,Accepted,1082429
634,2017-10000001656N0001-62790,10000001656N0001,Initial,Low Pressure,05/19/2017 00:00:00,No,0,0,30,0,Accepted,1016928
635,2017-10000001694N0001-19333,10000001694N0001,Initial,Low Pressure,07/25/2017 00:00:00,No,0,0,30,0,Accepted,1008451
636,2017-10000001736N0001-7956,10000001736N0001,Initial,Low Pressure,09/19/2017 00:00:00,No,0,0,30,30,Accepted,1080049
637,2017-10000001779N0001-6876,10000001779N0001,Initial,Low Pressure,06/27/2017 00:00:00,Yes,0,0,30,0,Accepted,1083366
638,2017-10000001779N0001-7974,10000001779N0001,Subsequent,Low Pressure,09/15/2017 00:00:00,No,0,0,30,30,Accepted,1083366
639,2017-10000001786Y0001-3700,10000001786Y0001,Initial,Low Pressure,01/26/2017 00:00:00,No,0,0,30,0,Accepted,1051198
640,2017-10000001786Y0002-10062,10000001786Y0002,Subsequent,Low Pressure,09/26/2017 00:00:00,No,0,0,30,30,Accepted,1051198
641,2017-10000001786Y0002-3701,10000001786Y0002,Initial,Low Pressure,01/26/2017 00:00:00,Yes,0,0,30,0,Accepted,1051198
642,2017-10000001822Y0001-9500,10000001822Y0001,Initial,Low Pressure,09/14/2017 00:00:00,No,0,0,30,30,Accepted,1026993
643,2017-10000001825N0001-37461,10000001825N0001,Initial,Low Pressure,11/20/2017 00:00:00,No,0,0,0,0,Accepted,1054159
644,2017-10000001825N0002-37460,10000001825N0002,Initial,Low Pressure,11/20/2017 00:00:00,No,0,0,0,0,Accepted,1054159
645,2017-10000001867N0001-36484,10000001867N0001,Initial,Low Pressure,12/21/2017 00:00:00,No,0,0,30,30,Accepted,1014211
646,2017-10000001867N0002-36483,10000001867N0002,Initial,Low Pressure,12/21/2017 00:00:00,No,0,0,30,30,Accepted,1014211
647,2017-10000001887N0001-26062,10000001887N0001,Initial,Low Pressure,05/01/2017 00:00:00,No,0,0,30,0,Accepted,1007578
648,2017-10000001920N0001-13439,10000001920N0001,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1015421
649,2017-10000001931N0001-4899,10000001931N0001,Initial,Low Pressure,08/07/2017 00:00:00,No,0,0,30,30,Accepted,1015508
650,2017-10000001948N0001-21949,10000001948N0001,Initial,Low Pressure,11/07/2017 00:00:00,No,0,0,30,30,Accepted,1007385
651,2017-10000001948N0002-21948,10000001948N0002,Initial,Low Pressure,11/07/2017 00:00:00,No,0,0,30,30,Accepted,1007385
652,2017-10000001960N0001-8576,10000001960N0001,Initial,Low Pressure,09/11/2017 00:00:00,No,0,0,30,30,Accepted,1015827
653,2017-10000002036N0001-5881,10000002036N0001,Initial,Low Pressure,08/24/2017 00:00:00,No,0,0,30,30,Accepted,1015578
654,2017-10000002083Y0001-25968,10000002083Y0001,Initial,Low Pressure,10/19/2017 00:00:00,Yes,0,0,30,30,Accepted,1004953
655,2017-10000002083Y0001-36832,10000002083Y0001,Subsequent,Low Pressure,12/22/2017 00:00:00,No,0,0,30,30,Accepted,1004953
656,2017-10000002083Y0002-25967,10000002083Y0002,Initial,Low Pressure,10/19/2017 00:00:00,Yes,0,0,30,30,Accepted,1004953
657,2017-10000002083Y0002-36831,10000002083Y0002,Subsequent,Low Pressure,12/22/2017 00:00:00,No,0,0,30,30,Accepted,1004953
658,2017-10000002083Y0003-25966,10000002083Y0003,Initial,Low Pressure,10/19/2017 00:00:00,Yes,0,0,30,30,Accepted,1004953
659,2017-10000002083Y0003-36830,10000002083Y0003,Subsequent,Low Pressure,12/22/2017 00:00:00,Yes,0,0,30,0,Pre-Filing,1004953
660,2017-10000002167Y0001-31058,10000002167Y0001,Initial,Low Pressure,12/08/2017 00:00:00,No,0,0,30,30,Accepted,1050433
661,2017-10000002182N0001-27314,10000002182N0001,Initial,Low Pressure,11/20/2017 00:00:00,No,0,0,30,30,Accepted,1002334
662,2017-10000002186Y0001-46676,10000002186Y0001,Initial,Low Pressure,12/31/2017 00:00:00,No,0,0,30,0,Pre-Filing,1005779
663,2017-10000002190Y0001-11694,10000002190Y0001,Initial,Low Pressure,09/27/2017 00:00:00,Yes,0,0,30,30,Accepted,1056996
664,2017-10000002190Y0002-2626,10000002190Y0002,Initial,Low Pressure,08/22/2017 00:00:00,No,0,0,30,30,Accepted,1056996
665,2017-10000002207N0001-12008,10000002207N0001,Initial,Low Pressure,10/10/2017 00:00:00,No,0,0,30,30,Accepted,1002629
666,2017-10000002253Y0001-40167,10000002253Y0001,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1028564
667,2017-10000002253Y0002-40168,10000002253Y0002,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1028564
668,2017-10000002287Y0001-32598,10000002287Y0001,Initial,Low Pressure,12/13/2017 00:00:00,No,0,0,30,30,Accepted,1028136
669,2017-10000002312N0001-22993,10000002312N0001,Initial,Low Pressure,10/10/2017 00:00:00,No,0,0,30,30,Accepted,1024939
670,2017-10000002313Y0001-24083,10000002313Y0001,Initial,Low Pressure,10/18/2017 00:00:00,No,0,0,30,30,Accepted,1040000
671,2017-10000002337Y0001-14355,10000002337Y0001,Initial,Low Pressure,10/02/2017 00:00:00,No,0,0,30,30,Accepted,1040010
672,2017-10000002343Y0001-31488,10000002343Y0001,Initial,Low Pressure,10/26/2017 00:00:00,No,50,0,30,30,Accepted  Civil Penalties Due,1047128
673,2017-10000002354N0001-23233,10000002354N0001,Initial,Low Pressure,11/08/2017 00:00:00,No,0,0,30,30,Accepted,1016935
674,2017-10000002365N0001-11148,10000002365N0001,Initial,Low Pressure,09/25/2017 00:00:00,No,0,0,30,30,Accepted,1001648
675,2017-10000002366Y0001-412,10000002366Y0001,Initial,Low Pressure,03/07/2017 00:00:00,No,0,0,30,0,Accepted,1028141
676,2017-10000002380Y0001-20940,10000002380Y0001,Initial,Low Pressure,04/21/2017 00:00:00,No,0,0,30,0,Accepted,1056548
677,2017-10000002380Y0002-20941,10000002380Y0002,Initial,Low Pressure,04/21/2017 00:00:00,No,0,0,30,0,Accepted,1056548
678,2017-10000002393Y0001-9267,10000002393Y0001,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1040548
679,2017-10000002420Y0001-8099,10000002420Y0001,Initial,Low Pressure,09/20/2017 00:00:00,No,0,0,30,30,Accepted,1040044
680,2017-10000002422Y0001-44710,10000002422Y0001,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1040039
681,2017-10000002439Y0001-16833,10000002439Y0001,Initial,Low Pressure,10/18/2017 00:00:00,No,0,0,30,30,Accepted,1040005
682,2017-10000002441Y0001-21571,10000002441Y0001,Initial,Low Pressure,10/30/2017 00:00:00,Yes,0,0,30,30,Accepted,1038626
683,2017-10000002441Y0001-89233,10000002441Y0001,Subsequent,Low Pressure,04/25/2018 00:00:00,No,0,150,30,30,Accepted  Civil Penalties Due,1038626
684,2017-10000002447N0001-3408,10000002447N0001,Initial,Low Pressure,08/10/2017 00:00:00,No,0,0,30,30,Accepted,1034484
685,2017-10000002447N0002-3407,10000002447N0002,Initial,Low Pressure,08/10/2017 00:00:00,No,0,0,30,30,Accepted,1034484
686,2017-10000002459N0001-5264,10000002459N0001,Initial,Low Pressure,05/31/2017 00:00:00,No,0,0,30,0,Accepted,1002934
687,2017-10000002459N0002-5263,10000002459N0002,Initial,Low Pressure,05/31/2017 00:00:00,No,0,0,30,0,Accepted,1002934
688,2017-10000002459N0003-5262,10000002459N0003,Initial,Low Pressure,05/31/2017 00:00:00,No,0,0,30,0,Accepted,1002934
689,2017-10000002465Y0001-33702,10000002465Y0001,Initial,Low Pressure,12/08/2017 00:00:00,No,0,0,30,30,Accepted,1028242
690,2017-10000002465Y0002-33704,10000002465Y0002,Initial,Low Pressure,12/08/2017 00:00:00,No,0,0,30,30,Accepted,1028242
691,2017-10000002492N0001-15111,10000002492N0001,Initial,Low Pressure,10/12/2017 00:00:00,No,0,0,30,30,Accepted,1007309
692,2017-10000002529Y0001-23757,10000002529Y0001,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1028241
693,2017-10000002546Y0001-29958,10000002546Y0001,Initial,Low Pressure,01/17/2017 00:00:00,No,0,0,30,0,Accepted,1081052
694,2017-10000002546Y0002-29956,10000002546Y0002,Initial,Low Pressure,01/17/2017 00:00:00,No,0,0,30,0,Accepted,1081052
695,2017-10000002546Y0003-29957,10000002546Y0003,Initial,Low Pressure,01/17/2017 00:00:00,No,0,0,30,0,Accepted,1081052
696,2017-10000002554Y0001-19398,10000002554Y0001,Initial,Low Pressure,10/10/2017 00:00:00,No,0,0,30,30,Accepted,1028451
697,2017-10000002570N0001-17305,10000002570N0001,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
698,2017-10000002570N0002-17300,10000002570N0002,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
699,2017-10000002570N0003-17304,10000002570N0003,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
700,2017-10000002570N0004-17307,10000002570N0004,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
701,2017-10000002570N0005-17298,10000002570N0005,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
702,2017-10000002570N0006-17302,10000002570N0006,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
703,2017-10000002570N0007-17299,10000002570N0007,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
704,2017-10000002570N0008-17297,10000002570N0008,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
705,2017-10000002570N0009-17301,10000002570N0009,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
706,2017-10000002570N0010-17303,10000002570N0010,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
707,2017-10000002570N0011-17306,10000002570N0011,Initial,Low Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1012278
708,2017-10000002577N0001-25379,10000002577N0001,Initial,Low Pressure,04/03/2017 00:00:00,No,0,0,30,0,Accepted,1014451
709,2017-10000002577N0001-25380,10000002577N0001,Initial,Low Pressure,02/21/2017 00:00:00,No,0,0,30,0,Accepted,1014451
710,2017-10000002579N0001-45155,10000002579N0001,Initial,Low Pressure,11/20/2017 00:00:00,No,50,0,30,30,Accepted  Civil Penalties Due,1001318
711,2017-10000002579N0002-45156,10000002579N0002,Initial,Low Pressure,11/20/2017 00:00:00,No,50,0,30,30,Accepted  Civil Penalties Due,1001318
712,2017-10000002584Y0001-3366,10000002584Y0001,Initial,Low Pressure,03/10/2017 00:00:00,No,0,0,30,0,Accepted,1043787
713,2017-10000002593N0001-43708,10000002593N0001,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1036867
714,2017-10000002593N0001-43811,10000002593N0001,Initial,Low Pressure,12/12/2017 00:00:00,Yes,0,0,30,30,Pre-filing,1036867
715,2017-10000002593N0002-43712,10000002593N0002,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1036867
716,2017-10000002593N0002-43810,10000002593N0002,Initial,Low Pressure,12/12/2017 00:00:00,Yes,0,0,30,30,Pre-filing,1036867
717,2017-10000002604Y0001-30059,10000002604Y0001,Initial,Low Pressure,12/19/2017 00:00:00,Yes,0,0,30,30,Accepted,1028444
718,2017-10000002604Y0002-18131,10000002604Y0002,Initial,Low Pressure,03/17/2017 00:00:00,No,0,0,30,0,Accepted,1085058
719,2017-10000002610Y0001-34764,10000002610Y0001,Initial,Low Pressure,12/19/2017 00:00:00,No,0,0,30,30,Accepted,1079271
720,2017-10000002610Y0002-34763,10000002610Y0002,Initial,Low Pressure,12/19/2017 00:00:00,No,0,0,30,30,Accepted,1079271
721,2017-10000002623N0001-22800,10000002623N0001,Initial,Low Pressure,10/24/2017 00:00:00,No,0,0,30,30,Accepted,1016920
722,2017-10000002660Y0001-8980,10000002660Y0001,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1040856
723,2017-10000002660Y0002-8984,10000002660Y0002,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1040856
724,2017-10000002666Y0001-1462,10000002666Y0001,Initial,Low Pressure,08/07/2017 00:00:00,No,0,0,30,30,Accepted,1028464
725,2017-10000002675Y0001-2031,10000002675Y0001,Initial,Low Pressure,01/05/2017 00:00:00,No,0,0,30,0,Accepted,1040898
726,2017-10000002683N0001-28084,10000002683N0001,Initial,Low Pressure,11/29/2017 00:00:00,No,0,0,30,30,Accepted,1015989
727,2017-10000002683N0002-28085,10000002683N0002,Initial,Low Pressure,11/29/2017 00:00:00,No,0,0,30,30,Accepted,1015989
728,2017-10000002683N0003-28082,10000002683N0003,Initial,Low Pressure,11/29/2017 00:00:00,No,0,0,30,30,Accepted,1015989
729,2017-10000002683N0004-28083,10000002683N0004,Initial,Low Pressure,11/29/2017 00:00:00,No,0,0,30,30,Accepted,1015989
730,2017-10000002697Y0001-38652,10000002697Y0001,Initial,Low Pressure,03/30/2017 00:00:00,No,0,0,30,0,Accepted,1040864
731,2017-10000002700Y0001-16063,10000002700Y0001,Initial,Low Pressure,10/20/2017 00:00:00,Yes,0,0,30,30,Accepted,1028562
732,2017-10000002700Y0001-31246,10000002700Y0001,Subsequent,Low Pressure,12/06/2017 00:00:00,No,0,0,30,30,Accepted,1028562
733,2017-10000002703Y0001-28564,10000002703Y0001,Initial,Low Pressure,11/07/2017 00:00:00,No,0,0,30,30,Accepted,1028516
734,2017-10000002722Y0001-1745,10000002722Y0001,Initial,Low Pressure,07/28/2017 00:00:00,No,0,0,30,30,Accepted,1028526
735,2017-10000002766Y0001-36981,10000002766Y0001,Initial,Low Pressure,12/11/2017 00:00:00,No,0,0,30,30,Accepted,1028605
736,2017-10000002767Y0001-15188,10000002767Y0001,Initial,Low Pressure,02/10/2017 00:00:00,No,0,0,30,0,Accepted,1028620
737,2017-10000002802Y0001-2835,10000002802Y0001,Initial,Low Pressure,08/08/2017 00:00:00,No,0,0,30,30,Accepted,1044376
738,2017-10000002809Y0001-30679,10000002809Y0001,Initial,Low Pressure,12/07/2017 00:00:00,No,0,0,30,30,Accepted,1028647
739,2017-10000002810Y0001-30637,10000002810Y0001,Initial,Low Pressure,12/07/2017 00:00:00,No,0,0,30,30,Accepted,1028642
740,2017-10000002811Y0001-30234,10000002811Y0001,Initial,Low Pressure,12/06/2017 00:00:00,No,0,0,30,30,Accepted,1028641
741,2017-10000002825Y0001-19406,10000002825Y0001,Initial,Low Pressure,10/10/2017 00:00:00,No,0,0,30,30,Accepted,1031422
742,2017-10000002836Y0001-25831,10000002836Y0001,Initial,Low Pressure,11/16/2017 00:00:00,No,0,0,30,30,Accepted,1028663
743,2017-10000002839Y0001-30673,10000002839Y0001,Initial,Low Pressure,12/07/2017 00:00:00,No,0,0,30,30,Accepted,1029947
744,2017-10000002867Y0001-4278,10000002867Y0001,Initial,Low Pressure,09/06/2017 00:00:00,No,0,0,30,30,Accepted,1028688
745,2017-10000002872N0001-25686,10000002872N0001,Initial,Low Pressure,02/16/2017 00:00:00,No,0,0,30,0,Accepted,1016176
746,2017-10000002876Y0001-13179,10000002876Y0001,Initial,Low Pressure,10/04/2017 00:00:00,No,0,0,30,30,Accepted,1028789
747,2017-10000002894Y0001-33072,10000002894Y0001,Initial,Low Pressure,11/20/2017 00:00:00,No,0,0,30,30,Accepted,1044703
748,2017-10000002898Y0001-35371,10000002898Y0001,Initial,Low Pressure,12/19/2017 00:00:00,No,0,0,30,30,Accepted,1045394
749,2017-10000002910Y0001-40171,10000002910Y0001,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1028821
750,2017-10000002933Y0001-25503,10000002933Y0001,Initial,Low Pressure,11/15/2017 00:00:00,No,0,0,30,30,Accepted,1044721
751,2017-10000002934Y0001-8614,10000002934Y0001,Initial,Low Pressure,09/26/2017 00:00:00,No,0,0,30,30,Accepted,1044719
752,2017-10000002935Y0001-23350,10000002935Y0001,Initial,Low Pressure,03/02/2017 00:00:00,No,0,0,30,0,Accepted,1044716
753,2017-10000002938N0001-24295,10000002938N0001,Initial,Low Pressure,11/13/2017 00:00:00,No,0,0,30,30,Accepted,1014730
754,2017-10000002938N0002-24294,10000002938N0002,Initial,Low Pressure,05/24/2017 00:00:00,No,0,0,30,0,Accepted,1014730
755,2017-10000002938N0003-49555,10000002938N0003,Initial,Low Pressure,12/29/2017 00:00:00,No,50,0,30,80,Accepted,1014730
756,2017-10000002949N0001-12400,10000002949N0001,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1024993
757,2017-10000002949N0002-12401,10000002949N0002,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1024993
758,2017-10000002949N0004-12403,10000002949N0004,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1024993
759,2017-10000002949N0005-12402,10000002949N0005,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1024993
760,2017-10000002953Y0001-41597,10000002953Y0001,Initial,Low Pressure,12/09/2017 00:00:00,No,50,0,30,80,Accepted,1044726
761,2017-10000002964Y0001-40300,10000002964Y0001,Initial,Low Pressure,12/15/2017 00:00:00,No,0,0,30,30,Accepted,1048530
762,2017-10000002970Y0001-8121,10000002970Y0001,Initial,Low Pressure,09/14/2017 00:00:00,No,0,0,30,30,Accepted,1042434
763,2017-10000002975Y0001-4263,10000002975Y0001,Initial,Low Pressure,02/02/2017 00:00:00,No,0,0,30,0,Accepted,1031141
764,2017-10000002975Y0002-4262,10000002975Y0002,Initial,Low Pressure,02/02/2017 00:00:00,No,0,0,30,0,Accepted,1031141
765,2017-10000002975Y0003-4264,10000002975Y0003,Initial,Low Pressure,02/02/2017 00:00:00,No,0,0,30,0,Accepted,1031141
766,2017-10000002976Y0001-304,10000002976Y0001,Initial,Low Pressure,08/15/2017 00:00:00,No,0,0,30,30,Accepted,1028817
767,2017-10000002976Y0002-305,10000002976Y0002,Initial,Low Pressure,08/15/2017 00:00:00,No,0,0,30,30,Accepted,1028817
768,2017-10000003045Y0001-26651,10000003045Y0001,Initial,Low Pressure,11/03/2017 00:00:00,No,0,0,30,30,Accepted,1042444
769,2017-10000003999N0006-11104,10000003999N0006,Initial,High Pressure,04/04/2017 00:00:00,No,0,0,30,0,Accepted,1083923
770,2017-10000003045Y0002-26652,10000003045Y0002,Initial,Low Pressure,11/03/2017 00:00:00,No,0,0,30,30,Accepted,1042444
771,2017-10000003049Y0001-12776,10000003049Y0001,Initial,Low Pressure,09/08/2017 00:00:00,No,0,0,30,30,Accepted,1041136
772,2017-10000003049Y0002-12777,10000003049Y0002,Initial,Low Pressure,09/08/2017 00:00:00,No,0,0,30,30,Accepted,1041136
773,2017-10000003058Y0001-24052,10000003058Y0001,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031138
774,2017-10000003058Y0002-24053,10000003058Y0002,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031138
775,2017-10000003081Y0001-1070,10000003081Y0001,Initial,Low Pressure,06/14/2017 00:00:00,No,0,0,30,0,Accepted,1031168
776,2017-10000003086N0001-29905,10000003086N0001,Initial,Low Pressure,12/04/2017 00:00:00,No,0,0,30,30,Accepted,1040900
777,2017-10000003106Y0001-28624,10000003106Y0001,Initial,Low Pressure,11/27/2017 00:00:00,No,0,0,30,30,Accepted,1042023
778,2017-10000003129Y0002-42870,10000003129Y0002,Initial,Low Pressure,07/24/2017 00:00:00,No,0,0,30,0,Accepted,1042461
779,2017-10000003155Y0001-31695,10000003155Y0001,Initial,Low Pressure,12/11/2017 00:00:00,No,0,0,30,30,Accepted,1042462
780,2017-10000003161Y0001-19712,10000003161Y0001,Initial,Low Pressure,11/01/2017 00:00:00,No,0,0,30,30,Accepted,1076247
781,2017-10000003212N0001-30790,10000003212N0001,Initial,Low Pressure,11/22/2017 00:00:00,No,0,0,30,30,Accepted,1002986
782,2017-10000003221Y0001-45385,10000003221Y0001,Initial,Low Pressure,09/29/2017 00:00:00,No,150,0,30,180,Accepted,1033869
783,2017-10000003239N0001-19611,10000003239N0001,Initial,Low Pressure,06/18/2017 00:00:00,No,0,0,30,0,Accepted,1016195
784,2017-10000003241Y0001-40088,10000003241Y0001,Initial,Low Pressure,05/22/2017 00:00:00,Yes,0,0,30,0,Accepted,1009210
785,2017-10000003248N0001-32600,10000003248N0001,Initial,Low Pressure,12/13/2017 00:00:00,No,0,0,30,30,Accepted,1008454
786,2017-10000003255N0001-8701,10000003255N0001,Initial,Low Pressure,09/25/2017 00:00:00,No,0,0,30,30,Accepted,1014981
787,2017-10000003262Y0001-30522,10000003262Y0001,Initial,Low Pressure,04/29/2017 00:00:00,No,0,0,30,0,Accepted,1005312
788,2017-10000003264Y0001-40182,10000003264Y0001,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1033790
789,2017-10000003264Y0002-40181,10000003264Y0002,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1033790
790,2017-10000003269Y0001-27677,10000003269Y0001,Initial,Low Pressure,05/02/2017 00:00:00,No,0,0,30,0,Accepted,1032679
791,2017-10000003269Y0001-27678,10000003269Y0001,Initial,Low Pressure,04/27/2017 00:00:00,Yes,0,0,30,0,Accepted,1032679
792,2017-10000003270N0001-18336,10000003270N0001,Initial,Low Pressure,10/23/2017 00:00:00,No,0,0,30,30,Accepted,1016068
793,2017-10000003281Y0001-10092,10000003281Y0001,Initial,Low Pressure,08/22/2017 00:00:00,No,0,0,30,30,Accepted,1044745
794,2017-10000003286N0002-36732,10000003286N0002,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
795,2017-10000003286N0003-36731,10000003286N0003,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
796,2017-10000003286N0004-36740,10000003286N0004,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
797,2017-10000003286N0005-36738,10000003286N0005,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
798,2017-10000003286N0006-36734,10000003286N0006,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
799,2017-10000003286N0007-36736,10000003286N0007,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
800,2017-10000003286N0008-36730,10000003286N0008,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
801,2017-10000003286N0009-36739,10000003286N0009,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
802,2017-10000003286N0010-36735,10000003286N0010,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
803,2017-10000003286N0011-36729,10000003286N0011,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
804,2017-10000004355Y0001-31365,10000004355Y0001,Initial,Low Pressure,01/31/2017 00:00:00,No,0,0,30,0,Accepted,1042845
805,2017-10000003286N0012-36733,10000003286N0012,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
806,2017-10000003286N0013-36737,10000003286N0013,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1079963
807,2017-10000003306Y0001-268,10000003306Y0001,Initial,Low Pressure,07/18/2017 00:00:00,No,0,0,30,30,Accepted,1028631
808,2017-10000003326N0001-2135,10000003326N0001,Initial,Low Pressure,08/25/2017 00:00:00,No,0,0,30,30,Accepted,1035342
809,2017-10000003353Y0001-26869,10000003353Y0001,Initial,Low Pressure,11/22/2017 00:00:00,No,0,0,30,30,Accepted,1043883
810,2017-10000003362N0001-8742,10000003362N0001,Initial,Low Pressure,01/30/2017 00:00:00,No,0,0,30,0,Accepted,1009723
811,2017-10000003367Y0001-5314,10000003367Y0001,Initial,Low Pressure,08/09/2017 00:00:00,No,0,0,30,30,Accepted,1031996
